time, Quad.Est.E.Pos, Quad.Est.S.Z
4.614848,0.040985,0.456584
4.619848,0.041995,0.456805
4.624847,0.043565,0.457138
4.629847,0.044643,0.457360
4.634847,0.046301,0.457694
4.639846,0.047445,0.457917
4.644846,0.049169,0.458252
4.649846,0.050354,0.458477
4.654845,0.052182,0.458814
4.659845,0.053410,0.459039
4.664845,0.055299,0.459378
4.669844,0.056582,0.459605
4.674844,0.058523,0.459945
4.679843,0.059832,0.460173
4.684843,0.061843,0.460515
4.689843,0.063190,0.460744
4.694842,0.065250,0.461088
4.699842,0.066622,0.461318
4.704842,0.039237,0.458915
4.709841,0.040377,0.459134
4.714841,0.042203,0.459463
4.719841,0.043469,0.459683
4.724840,0.045414,0.460013
4.729840,0.046762,0.460234
4.734839,0.048800,0.460566
4.739839,0.050181,0.460788
4.744839,0.052295,0.461122
4.749838,0.053732,0.461345
4.754838,0.055927,0.461680
4.759838,0.057409,0.461904
4.764837,0.059675,0.462241
4.769837,0.061180,0.462467
4.774837,0.063475,0.462805
4.779836,0.065047,0.463032
4.784836,0.067402,0.463372
4.789835,0.068984,0.463600
4.794835,0.071386,0.463942
4.799835,0.073052,0.464170
4.804834,0.038012,0.461776
4.809834,0.039258,0.461994
4.814834,0.041125,0.462321
4.819833,0.042409,0.462539
4.824833,0.044379,0.462868
4.829833,0.045749,0.463088
4.834832,0.047784,0.463418
4.839832,0.049164,0.463639
4.844831,0.051272,0.463971
4.849831,0.052697,0.464192
4.854831,0.054870,0.464526
4.859830,0.056364,0.464749
4.864830,0.058630,0.465084
4.869830,0.060152,0.465308
4.874829,0.062470,0.465645
4.879829,0.064027,0.465870
4.884829,0.066406,0.466209
4.889828,0.068002,0.466435
4.894828,0.070443,0.466775
4.899827,0.072098,0.467002
4.904827,0.038721,0.464617
4.909827,0.039979,0.464833
4.914826,0.041952,0.465158
4.919826,0.043332,0.465376
4.924826,0.045414,0.465702
4.929825,0.046832,0.465921
4.934825,0.049002,0.466249
4.939825,0.050471,0.466469
4.944824,0.052702,0.466799
4.949824,0.054206,0.467019
4.954823,0.056485,0.467351
4.959823,0.058017,0.467573
4.964823,0.060344,0.467906
4.969822,0.061926,0.468129
4.974822,0.064319,0.468464
4.979822,0.065954,0.468688
4.984821,0.068364,0.469025
4.989821,0.069966,0.469250
4.994821,0.072417,0.469588
4.999820,0.074050,0.469814
5.004820,0.046285,0.467437
5.009820,0.047169,0.467652
5.014819,0.048569,0.467975
5.019819,0.049560,0.468192
5.024818,0.051112,0.468517
5.029818,0.052200,0.468734
5.034818,0.053897,0.469061
5.039817,0.055082,0.469279
5.044817,0.056911,0.469607
5.049817,0.058159,0.469827
5.054816,0.060107,0.470156
5.059816,0.061459,0.470377
5.064816,0.063558,0.470708
5.069815,0.064984,0.470930
5.074815,0.067171,0.471263
5.079814,0.068653,0.471486
5.084814,0.070926,0.471821
5.089814,0.072487,0.472045
5.094813,0.074867,0.472381
5.099813,0.076472,0.472606
5.104813,0.067528,0.470237
5.109812,0.067968,0.470451
