time, Quad.Pos.Y, Quad.Est.Y, Quad.Vel.Y, Quad.Est.VY
4.104885,0.069068,0.056817,0.091682,-0.130088
4.109885,0.069570,0.056306,0.106529,-0.120614
4.114884,0.070152,0.055621,0.123321,-0.102845
4.119884,0.070823,0.055218,0.141480,-0.093817
4.124884,0.071588,0.054694,0.160852,-0.072449
4.129883,0.072453,0.054424,0.181264,-0.056278
4.134883,0.073424,0.054133,0.202846,-0.032529
4.139883,0.074504,0.054021,0.225067,-0.015741
4.144882,0.075698,0.053972,0.248087,0.007578
4.149882,0.077010,0.054027,0.272172,0.021443
4.154881,0.078447,0.054198,0.297415,0.042886
4.159881,0.080009,0.054381,0.322455,0.057785
4.164881,0.081697,0.054778,0.347626,0.080704
4.169880,0.083511,0.055107,0.373052,0.098632
4.174880,0.085453,0.055756,0.398600,0.126674
4.179880,0.087525,0.056272,0.425063,0.143161
4.184879,0.089735,0.057170,0.453467,0.170118
4.189879,0.092090,0.057908,0.482915,0.191269
4.194879,0.094599,0.059121,0.514630,0.226811
4.199878,0.097269,0.060037,0.546927,0.247935
4.204878,0.100098,0.096736,0.578235,0.331918
4.209877,0.103083,0.098086,0.609236,0.353707
4.214877,0.106221,0.100261,0.640235,0.385366
4.219877,0.109521,0.101818,0.673232,0.408005
4.224876,0.112983,0.104340,0.704909,0.440593
4.229876,0.116601,0.106106,0.735976,0.461842
4.234876,0.120373,0.108952,0.766771,0.497961
4.239875,0.124300,0.110970,0.797670,0.519467
4.244875,0.128382,0.114143,0.829131,0.549047
4.249875,0.132624,0.116361,0.861347,0.570403
4.254874,0.137035,0.119853,0.896144,0.607195
4.259874,0.141624,0.122320,0.932606,0.635860
4.264874,0.146396,0.126216,0.968822,0.675163
4.269873,0.151347,0.128943,1.004429,0.701782
4.274873,0.156475,0.133239,1.039739,0.742537
4.279872,0.161780,0.136241,1.075126,0.768113
4.284872,0.167264,0.140927,1.111376,0.807017
4.289872,0.172934,0.144140,1.149234,0.835111
4.294871,0.178797,0.149236,1.188079,0.877147
4.299871,0.184853,0.152810,1.226652,0.909375
4.304871,0.191098,0.183480,1.263348,0.980205
4.309870,0.197519,0.187418,1.298225,1.006710
4.314870,0.204113,0.193533,1.332298,1.047121
4.319870,0.210875,0.197765,1.365947,1.074312
4.324869,0.217804,0.204297,1.399037,1.113499
4.329869,0.224897,0.208765,1.431588,1.135573
4.334868,0.232155,0.215648,1.464978,1.170184
4.339868,0.239581,0.220366,1.499065,1.197083
4.344868,0.247182,0.227624,1.534245,1.234937
4.349867,0.254964,0.232591,1.571343,1.263495
4.354867,0.262933,0.240269,1.608725,1.307215
4.359867,0.271093,0.245520,1.647808,1.333066
4.364866,0.279455,0.253612,1.689131,1.381134
4.369866,0.288026,0.259169,1.730742,1.412756
4.374866,0.296804,0.267735,1.772025,1.457984
4.379865,0.305788,0.273596,1.813415,1.484718
4.384865,0.314977,0.282588,1.854018,1.527748
4.389864,0.324371,0.288731,1.895428,1.562618
4.394864,0.333973,0.298198,1.936986,1.605349
4.399864,0.343783,0.304646,1.978647,1.635862
4.404863,0.353801,0.339270,2.020325,1.711640
4.409863,0.364022,0.346153,2.059765,1.740302
4.414863,0.374436,0.356680,2.097794,1.779765
4.419862,0.385034,0.363814,2.133974,1.805200
4.424862,0.395808,0.374741,2.168581,1.848304
4.429862,0.406755,0.382166,2.203321,1.877777
4.434861,0.417875,0.393531,2.238012,1.926635
4.439861,0.429170,0.401252,2.272694,1.945503
4.444860,0.440638,0.412994,2.308001,1.983452
4.449860,0.452289,0.420954,2.344949,2.006711
4.454860,0.464123,0.433075,2.381181,2.048673
4.459859,0.476137,0.441284,2.417478,2.075186
4.464859,0.488334,0.453820,2.453808,2.116148
4.469859,0.500711,0.462313,2.489832,2.144740
4.474858,0.513264,0.475264,2.524125,2.187056
4.479858,0.525982,0.484046,2.556433,2.212247
4.484858,0.538858,0.497393,2.587362,2.250878
4.489857,0.551880,0.506451,2.615586,2.273905
4.494857,0.565037,0.520154,2.641782,2.304813
4.499856,0.578320,0.529414,2.666262,2.320745
4.504856,0.591721,0.562398,2.689399,2.366554
4.509856,0.605234,0.571883,2.711098,2.378882
4.514855,0.618852,0.586198,2.731956,2.401474
4.519855,0.632571,0.595830,2.751283,2.417028
4.524855,0.646381,0.610361,2.768966,2.433468
4.529854,0.660274,0.620107,2.784986,2.446361
4.534854,0.674242,0.634821,2.798857,2.463803
4.539854,0.688274,0.644687,2.811311,2.476340
4.544853,0.702363,0.659572,2.821787,2.487413
4.549853,0.716499,0.669526,2.830640,2.489565
4.554852,0.730675,0.684488,2.837999,2.499743
4.559852,0.744883,0.694490,2.843817,2.502465
4.564852,0.759116,0.709505,2.848259,2.503045
4.569851,0.773367,0.719507,2.851395,2.503988
4.574851,0.787630,0.734536,2.853446,2.505455
4.579851,0.801901,0.744555,2.854445,2.505114
4.584850,0.816174,0.759582,2.854453,2.504187
4.589850,0.830444,0.769585,2.853560,2.500994
4.594850,0.844707,0.784588,2.851792,2.497933
4.599849,0.858958,0.794571,2.849217,2.493273
4.604849,0.873195,0.849916,2.845834,2.536708
4.609848,0.887412,0.860053,2.841724,2.532567
4.614848,0.901606,0.875235,2.836994,2.524438
4.619848,0.915776,0.885333,2.831674,2.518068
4.624847,0.929916,0.900417,2.825686,2.507392
4.629847,0.944025,0.910435,2.819051,2.500758
4.634847,0.958099,0.925414,2.811743,2.488643
4.639846,0.972134,0.935355,2.803782,2.479321
4.644846,0.986127,0.950203,2.795218,2.465430
4.649846,1.000076,0.960054,2.785930,2.452705
4.654845,1.013976,0.974743,2.776020,2.436973
4.659845,1.027824,0.984486,2.765160,2.425528
4.664845,1.041616,0.998997,2.753900,2.405912
4.669844,1.055350,1.008612,2.742212,2.394066
4.674844,1.069025,1.022936,2.729975,2.376002
4.679843,1.082637,1.032426,2.717452,2.363782
4.684843,1.096188,1.046563,2.705488,2.342255
4.689843,1.109681,1.055919,2.693850,2.330830
4.694842,1.123116,1.069873,2.682766,2.315280
4.699842,1.136500,1.079121,2.672811,2.305522
4.704842,1.149837,1.113011,2.664190,2.315357
4.709841,1.163136,1.122290,2.656999,2.306675
4.714841,1.176403,1.136104,2.650960,2.294840
4.719841,1.189642,1.145275,2.645928,2.288144
4.724840,1.202859,1.158980,2.641886,2.276339
4.729840,1.216058,1.168073,2.638589,2.271073
4.734839,1.229244,1.181690,2.636140,2.265088
4.739839,1.242420,1.190742,2.634700,2.258345
4.744839,1.255591,1.204275,2.634231,2.250768
4.749838,1.268764,1.213276,2.634827,2.247680
4.754838,1.281943,1.226754,2.636574,2.244766
4.759838,1.295134,1.235734,2.639555,2.242779
4.764837,1.308344,1.249195,2.643811,2.245536
4.769837,1.321579,1.258196,2.649335,2.251351
4.774837,1.334845,1.271711,2.656022,2.253744
4.779836,1.348148,1.280714,2.663933,2.256057
4.784836,1.361496,1.294274,2.673307,2.267320
4.789835,1.374894,1.303348,2.683855,2.272430
4.794835,1.388348,1.316998,2.695725,2.280540
4.799835,1.401867,1.326090,2.709428,2.287672
4.804834,1.415459,1.381472,2.724324,2.353651
4.809834,1.429127,1.390858,2.740090,2.363858
4.814834,1.442879,1.405083,2.757285,2.383949
4.819833,1.456717,1.414624,2.774374,2.393364
4.824833,1.470641,1.429013,2.791565,2.407350
4.829833,1.484648,1.438619,2.807939,2.420420
4.834832,1.498735,1.453181,2.823754,2.439772
4.839832,1.512899,1.462950,2.838672,2.449118
4.844831,1.527136,1.477667,2.853071,2.461320
4.849831,1.541443,1.487521,2.866866,2.468953
4.854831,1.555816,1.502352,2.880013,2.476106
4.859830,1.570256,1.512253,2.893042,2.484202
4.864830,1.584758,1.527167,2.905404,2.492070
4.869830,1.599320,1.537152,2.916764,2.500371
4.874829,1.613936,1.552173,2.927340,2.508337
4.879829,1.628602,1.562225,2.937213,2.514337
4.884829,1.643316,1.577331,2.946628,2.522030
4.889828,1.658077,1.587431,2.955691,2.524630
4.894828,1.672881,1.602589,2.964228,2.528214
4.899827,1.687727,1.612700,2.972357,2.532489
4.904827,1.702613,1.671719,2.980614,2.593318
4.909827,1.717542,1.682097,2.989107,2.598678
4.914826,1.732513,1.697698,2.997722,2.600909
4.919826,1.747527,1.708107,3.005840,2.605305
4.924826,1.762578,1.723742,3.013124,2.607641
4.929825,1.777663,1.734172,3.019561,2.608899
4.934825,1.792778,1.749842,3.025148,2.614005
4.939825,1.807918,1.760307,3.029755,2.618938
4.944824,1.823078,1.776023,3.033264,2.621302
4.949824,1.838252,1.786510,3.035714,2.623838
4.954823,1.853435,1.802252,3.037182,2.623193
4.959823,1.868623,1.812745,3.037773,2.621391
4.964823,1.883812,1.828476,3.037570,2.619142
4.969822,1.898997,1.838943,3.036648,2.613850
4.974822,1.914176,1.854630,3.035090,2.613187
4.979822,1.929345,1.865066,3.033008,2.613332
4.984821,1.944503,1.880739,3.030500,2.608384
4.989821,1.959647,1.891178,3.027662,2.604681
4.994821,1.974776,1.906790,3.024551,2.595592
4.999820,1.989890,1.917181,3.021307,2.589330
5.004820,2.004986,1.974768,3.017851,2.634413
5.009820,2.020064,1.985282,3.014113,2.628264
5.014819,2.035123,2.001038,3.010175,2.620387
5.019819,2.050161,2.011515,3.005833,2.616781
5.024818,2.065175,2.027200,3.000915,2.608391
5.029818,2.080164,2.037633,2.995589,2.601332
5.034818,2.095125,2.053226,2.989831,2.591604
5.039817,2.110055,2.063583,2.983556,2.583107
5.044817,2.124953,2.079061,2.976751,2.572376
5.049817,2.139814,2.089343,2.969129,2.562213
5.054816,2.154633,2.104679,2.960178,2.544815
5.059816,2.169402,2.114845,2.949405,2.533104
5.064816,2.184113,2.130002,2.937081,2.513838
5.069815,2.198757,2.140043,2.923067,2.499427
5.074815,2.213325,2.155001,2.906639,2.478992
5.079814,2.227804,2.164901,2.888681,2.463070
5.084814,2.242193,2.179627,2.870285,2.433858
5.089814,2.256485,2.189343,2.850361,2.411831
5.094813,2.270674,2.203762,2.829407,2.385252
5.099813,2.284755,2.213284,2.807281,2.365121
5.104813,2.298721,2.280612,2.783852,2.404217
5.109812,2.312572,2.290208,2.761115,2.385890
